slot,front_sig,front_signer_site,front_sell_amount_site,front_buy_amount_site,back_sig,back_signer_site,back_sell_amount_site,back_buy_amount_site,front_signer_db,front_sell_amount_db,front_buy_amount_db,back_signer_db,back_sell_amount_db,back_buy_amount_db,status,same_signer,profit,relative_amount_diff,,,,,
377311636,62HkX9KSAK7XHVP8uGDAg6jH6WqgeMXBJ6k12zcB6LSuFu2MmHCRDypvhyNQVyjz5faXmDTiY1aEDUiYe6zB5iS1,nan,0,0,4aso1L7zx7NAkc1hcJ4PmGRDVMjvRonAVyrbV2qyFrGJr5qpaRcKqAAX6Vyut9452BKGQkVkAxS87qRTPmZjhFvm,nan,0,0,9xKfHc,16.795967,0.000985054,9xKfHc,0.00099,16.795992,db_only,TRUE,2.50E-05,0.004995959,,,,,
377311636,8S4fdtXbMoEYR68w9hUbpCkVFGGvQJE8fwQjFDUK3WKaPS1z2ihFHXPL7pti6hQ576hh48wMFC1owGACyMiaPn6,nan,0,0,3qHjt8o3dGPfCShyYqcwLhXaCMEnPwfPQerAHKHVTbi9rcAybodkbFwKgwGqLpULL1ejQ8DoHaAHFM9AV7gxaMpP,nan,0,0,H6VggS,16.795949,0.000985055,H6VggS,0.00099,16.79599799,db_only,TRUE,4.90E-05,0.004994949,,,,,
377311682,4Qhvv5WtTDyqm7jE5mKbW4i8VSm2BE7qUWF4xw22AofWfabeqrzuyDV6Vkw9gaJTiAnQ2UB1xHjehBBoTY4tkocK,nan,0,0,4YRe84hA1fNMCKdtB1LpQBzK7HsKHueDMaYSPV2soCKjpfXVpeuV2MGPZDdHTs99BUA8xba4dbgBPenRwu7XkqXd,nan,0,0,2Dxae8,6997.284597,1.916059322,2Dxae8,1.917358433,6892.492373,db_only,TRUE,-104.792224,0.000677553,,,,,
377311793,2iK4RNp3VqgKKUiRS27qvoatELbuJZX3cN1SzmErcAGza8KMo66puNjpVbVuYG4V1rkKrEnDg1w6HGrkAdD2VMSR,nan,0,0,n1BMsRP2gLFJ39K1iXW8ydqcuRunN7J48EQmKg5a38hwGcZ3gva3B6rB87mLgLKQennPN6kyRLAjL2xZvj2b4pU,nan,0,0,3veLH5,42528.61044,0.60332806,3veLH5,0.634530016,44902.4934,db_only,TRUE,2373.88296,0.049173333,,,,,
377311800,3bTKL4Mc4kCfQqKFAtDFpV9d8iwHNuHNGo1tfegjx5iJpNd97noEhqyc3MWUTp5r3kSzAmKb924JTNJupfYU31Ci,nan,0,0,4kVe4tCrLcKkLpfxD6JYk6TnUfg1ScLwi6QnRtbmUt5HEDiSaYFnshsv88zR74mCHimkxMkkA2mfowoQudURYzX1,nan,0,0,DGAWgn,0.637092122,44944.01086,DGAWgn,42710.81957,0.605392874,db_only,TRUE,-0.031699248,0.049688295,,,,,
377311827,4RK54M3NQQDo3ay8Z8GYAQVZUwri6Qj4jEk1oKLcu9eRjMwUo5xoECpET6j5XK9XAs9UE1WJTxHgynCkTaJyhvzH,nan,0,0,4WEKtLKVv8BDyNsyF2uRE9SrBMiwXM49NpAZ4yXi2pC2qG3WJN3rQvEjYsCj3CnZ8wUVjyLfJMJdNbVZqE7JSBfJ,nan,0,0,5DN7n3,16.795949,0.000985054,5DN7n3,0.00099,16.79596701,db_only,TRUE,1.80E-05,0.004995959,,,,,
377311827,7Xo74WxVtHmCeiHzdziNFD74yjbps8AvMgQtk6sF9cF7U6Kz5SStHgDksjvHoMNbmteHfKVtN8bXrUaxbCEEPKZ,nan,0,0,4RnouKrstNeuUVAdMFp94zCGS7h93uf7Sv8bRWjrEcNWftD32WmtoxVv3vKFnBsWUtHHKLoXCXTb7ioAuHFqBi9j,nan,0,0,EB5ucS,16.795955,0.000985054,EB5ucS,0.00099,16.795986,db_only,TRUE,3.10E-05,0.00499596,,,,,
377311848,2hkjtgSZGbuUq13qgq2KuP8xX66Xj1vT4GksiFEi9yx9y63avp6jWGxYAovNesPUsgfcbLCjQDtC6EonPCcB2st3,nan,0,0,5ZJf1mKZUixyac3bXJ14faMxekYrNKSJGw4ydg4TAFF2Cp1o8SPDgorFpFyon9yr8R2hZWFFz4vgCPuTnzwYsMXm,nan,0,0,EPQYpC,891347.5973,0.112471111,EPQYpC,0.110900001,884956.9047,db_only,TRUE,-6390.692556,0.013969009,,,,,
377311864,2fmTBdLYuarYcTFR6DYRhb9Afi3hndPHUwYv91EsfHxL9Y9uJS6jVxyVCNjPv2GpPsi5oeVpkutuKshUqEUdaUMi,nan,0,0,34XwiiDuEYkqWdxxftPiLGgJq5XUGavxGbfc9KuHsaEgSobok1jJ3VaTmYEUpP7D7vy3ipnJ3SQL5CHeMjLk3LTL,nan,0,0,98tnAy,0.343829606,20355.98112,98tnAy,20268.68686,0.342478711,db_only,TRUE,-0.001350895,0.004288384,,,,,
377311924,4jtv8LTo8r8sDHqZrnDmeQJUxexKbXVEPs64nBWoeYn9QvHfE1bDjRNVdkK1HHfZq4yGZg5e6WBJJYWn8XtMPWiS,nan,0,0,4wavp58FqCqkro59aJc8GGZbxDshyNKYmR7aTEVJeMYQmQe16ZbnYiQDf9YEAt9YvP6iLYUS1v1rbQ98YStw8tfh,nan,0,0,H6c4rC,0.764091073,44890.29961,H6c4rC,44745.23747,0.761925596,db_only,TRUE,-0.002165477,0.003231481,,,,,
377312036,3yN1Cp33rCWtJMSFN3t2NzVaQzxcwD3nJXmWnayfTwZESbyJF345KLMgfnbsdQXevN5MzT2KCH8J1LHg9j8ob52i,nan,0,0,3xucc8RcMm1s9ZpMKfNPdSLWUtc7iAHBt9oYhMVGNd3QTavCJFCpYAzUB6KJcX3vELu3LcVjddFfAfPuYK7dLyYg,nan,0,0,BeTpBX,35458.55055,0.521237845,BeTpBX,0.505384654,34524.4703,db_only,TRUE,-934.080256,0.030414505,,,,,
377312164,2HVuqNTTLvwcNHFGCAWnVKT2aFLtH3rAXvosx1yPRVXbiCSy986kgpERYaxALaPB6bxCp6XA5CacDm1CWj8zo98p,nan,0,0,Hn4HPuuGRXrio3kcDiLt3UFLLCDYUim2oKFXiwCUdC6BXdxJy8EztKsMJkzGc3x6R9E1uMgK2JniJe5RVo12Ayj,nan,0,0,ED9nMo,29.56733,0.000985056,ED9nMo,0.00099,29.56731999,db_only,TRUE,-1.00E-05,0.00499394,,,,,
377312164,36a1cPPyomgZtvDh2xyNo71SGUc7k53ZFgeiFrdPePjjikguLVrPZHXJTvTaxFB5zGYzbMDXjeTsN3s7zZPivGg,nan,0,0,5bTeD9SDwhbZggY5NkdWRnLFcd888A4Vem4vM5JsBKWCTZQukzswQ8T4gqfxzRNQFoG8BZLx1jpbJXnLpQB3f7MK,nan,0,0,6vx3V5,14864.85422,0.310488708,6vx3V5,0.323148364,15392.55441,db_only,TRUE,527.7001929,0.039175987,,,,,
377312164,3QTMXtqVqp3zBjCgukPkTReamPYgo6X5nGT15jmH8KaFxCnqyNMjw2dvnLn1Qr1PEf5Chk47i3WHHeuGhaEiHuFZ,nan,0,0,5kLMTn1YTEmbErex3vHssabWjJcy8sX4kd6YEGSAfCqNw6CruQA3e2aSAdnEK6YXoYhW3RQK2zBwfNgV76mfoCdC,nan,0,0,AaQBEi,29621.65206,0.348407257,AaQBEi,0.355443713,30226.49386,db_only,TRUE,604.8417971,0.01979626,,,,,
377312164,4BQ5vF8ceuCViRn6E3WeVnR411aNw4B93MkpXRqRpBbL2y8c6icxXycAXMxTuUHodTZfmy9XcWXtmcgCWMbToZP1,nan,0,0,5bVwmNw2sQkkCNbKDBT7w5Nk4qjoooY6hAQDFa6xABLmZdk4fLdhpTZuRJpUfuArw22ZqL6VMCqJXLxQqjXqLygW,nan,0,0,6WwJLs,29.56733,0.000985056,6WwJLs,0.00099,29.56735,db_only,TRUE,2.00E-05,0.00499394,,,,,
377312164,4HbwMLNxkzoTS6YWhiP3At9T3ZY2mU7bZfGL2rJy854TAkvWxR9n4sjAoBuvVXWszqE7UVbnvZNH74qX9reWQwWT,nan,0,0,2LvWB3XnxPhrnwAnQyCBS7eYoeviTzqTtzHBDMW3EGx9gbFHk4RQuvMQeFP1YXfU7aSn3dERsS9ZszfLFnYvzgCx,nan,0,0,EWLe5o,29.56733,0.000985056,EWLe5o,0.00099,29.56733,db_only,TRUE,0,0.004993938,,,,,
377312164,4aftcxdZttFgpg1qt5y1PUDqAviqhXaUREVwGn5fD7HDAgxgVzoN1JKxonxNPypZ9PPk8qhsw37koxWtTsc46S6B,nan,0,0,2ADsHaESjL8eMZsi3HzCf4HNCkJHj1ffY5idQB3xgvfX1RqXe6w9pimjHb3TokNeQbnvWzmzQPFL3z3X4gX4aRdf,nan,0,0,9xKfHc,16.79594499,0.000985054,9xKfHc,0.00099,16.795945,db_only,TRUE,1.49E-08,0.00499596,,,,,
377312164,4bXV8poNRM8LhQWJFUMgs9ZSJiyTjL84uS6tEShwnxivV6aFwtEzZMxv9cd5cXjMHGYWMtjoL1p8fqUmhm5BJWAc,nan,0,0,1ZncEjKLXC1Dsh9SgubvhqMCUVoXXSHamsdaBUnXM1URV4LQY9eA5kMiunTZ9XMyLikfBax33JsGYoYYHn2e4AQ,nan,0,0,kY7pMv,16.79595101,0.000985056,kY7pMv,0.00099,16.795964,db_only,TRUE,1.30E-05,0.004993939,,,,,
377312164,4sR6uK1Z1oRtnHpoMJGkaZqxMXJacg9WwjVs4xMMLjBS87XevCCiP69SfW8jkjBCtwuuvddCyTh5EHgzRCjNPtYQ,nan,0,0,2ZWWrcYao4prtEqDugo23YDSr5GndoCAM79uVBjkEB8YqkFCj7HfpaLz3YfjTVthhbJGyj815fqFphPiF5SAK6ZQ,nan,0,0,5DN7n3,16.79595801,0.000985055,5DN7n3,0.00099,16.795976,db_only,TRUE,1.80E-05,0.004994949,,,,,
377312164,5D5Fe1pwYNMLi8zumB7DcLox9EAyNsjHbURizuV7fEXE244258eihP6ArnniJxRsHZBYPJFHDdZ93yAr2JnTWtNJ,nan,0,0,2cxd1ptrbaLZe9JAwBJka1iqGafCubFJnZAQ4M9YQbQ46r4eP1m8bRtvdz2xhrxC3MeU5WeX2NZaMVk7uc9QACqA,nan,0,0,Eqr21F,16.79595099,0.000985056,Eqr21F,0.00099,16.795957,db_only,TRUE,6.01E-06,0.00499394,,,,,
377312164,fajbuNCckQspK4KSSjxhkSAqgMMmAa7k8hyubaKV8JdYveXZB9LzUH7J7WoN6pkHDGTF53bFE3DAHNF5nUCBUNL,nan,0,0,3akRSzKw8JFvtB1GYRVdvrK6QQdvMQ934W2u5BSeKootbLU3GYWAHWELJrJRkCG1yvnRgrjiob9vCuAvAmcP3HCx,nan,0,0,DTehxR,16.795958,0.000985057,DTehxR,0.00099,16.79595099,db_only,TRUE,-7.00E-06,0.004992929,,,,,
377312164,ktFjNCuFPXm4AuEKySsPyeysr9kwpTDArDAZbVmYV4AwEXVJEVD1GXGmZXpmoTj9ojPDCrBz5p6CPpiCoJW3ope,nan,0,0,44DzauhMN9sGGZY4RsWmZurx7h7t1dke7FXBbBmmf5oZ7Y4eGNMNvSd5nt8zenYJ7knfCm46H3gX8bhJdt51DXCt,nan,0,0,HFtXfZ,29.56733,0.000985055,HFtXfZ,0.00099,29.56734002,db_only,TRUE,1.00E-05,0.00499495,,,,,
377312249,4MfA6ZhqFeB13RBU5ZMBrkW4fjN1gJCqcM99Zjh7Nyn2qvFzLFYvoYs1NrEp1jECDEZ3NQBjhRMPAKndVuy3wSzB,nan,0,0,3tVTSXu2xWgq1Qj4hG7QGzRe2tEUA1DkqzjLSGryT8f8eKR4USY3cTRvRBbKjSss2VJA16oqfJu6dE3WpmxyzKvw,nan,0,0,gTu1Jt,43768.34651,0.661054622,gTu1Jt,0.630674211,41956.76321,db_only,TRUE,-1811.583299,0.04595749,,,,,
377312251,23m6VLuY5sqB4d9FMLrU8i6qV7Y2wsHibmWcJNzDiiBmeiFypt1TNTJSfU66tF1puBCo5gxLdqWJXcAvNSYj2jYj,nan,0,0,5yS42Hefk3U6X1G8wZTJ7MqfGTDbT5Ja77fdi39Qi4sxJzH7A8DR6GGwBwfoCpx82pCeinQRUu2U76kRij2CY47U,nan,0,0,EB5ucS,16.81939,0.000985055,EB5ucS,0.00099,16.81937799,db_only,TRUE,-1.20E-05,0.004994949,,,,,
377312251,3zx7yRxQRQ8aHtyuaJfTJLqJKTJRXunFraHJdJzqSKrwRPbQ2Phe1hX7tRzieRQUReZhawkLM3vtdigWch2c1qTQ,nan,0,0,5abAomocS9vndoZ3etoctKA5bUSSdnWdh6kEHGrjYc5iBHkYdJtE2waALNoF6TZMjfc2cMFhGYkP4VrhXogVsYFN,nan,0,0,AW3RW1,29.56852001,0.000985055,AW3RW1,0.00099,29.56852001,db_only,TRUE,0,0.00499495,,,,,
377312251,5hVRM2GJ7M3cRoVkmpgv7SFbXBycyT2w9tnhwfJQ5QGGQp3j9bGG7aPTVV8tdNFDaMDA8R2eTof6HLtBs1N2H1nd,nan,0,0,1vXWSudACtrfGzCRJhSeyx9W4bFkAEQYZrYMXi6omTM6fnTsfCQ5LCZeKhN58E6BgaSRtkyKJ2vp1hCYA17TXtL,nan,0,0,HMuYva,29.56851998,0.000985055,HMuYva,0.00099,29.56854999,db_only,TRUE,3.00E-05,0.004994949,,,,,
377312251,5ih3jCo8F2reCVcwnr3Ju3nfHE2YRND8TSULzVq8sjYR9SWzSfkWZmWvvKrJWg1sxoUfk7aKcvFLPWhTLhVXoV1F,nan,0,0,2G4aZVesvs6XCeXT1cPpcQVqYD9aJdHFtgh19eEKsHdxw3EhsRnrRpDpPMGJQ1tAhvi9dGyTKWFF3h75jxcR8w7,nan,0,0,4S1C98,16.81938401,0.000985054,4S1C98,0.00099,16.81940299,db_only,TRUE,1.90E-05,0.004995959,,,,,
377312343,28Wvipv2d9Z9cGmAmNSzj4MeQMHNyPdvPae3u8umRg9xyDJaLcLe4N2iHQNFwgNPyphX1M2tmVkYRMRqjb5KxnmB,nan,0,0,2fsoTh8fToNMd5CzBurxB14KitbyecrFBBRqUAn8tv28q66hYJ2F7PBPzpBanF3UtsiWh139aufcyV4kKNdHkWLq,nan,0,0,5DN7n3,16.819381,0.000985054,5DN7n3,0.00099,16.81941199,db_only,TRUE,3.10E-05,0.00499596,,,,,
377312343,3nnPKL39PqXHuevJJqW6VwffUKoemvEqqfWsx5mdWVEpnAhkFRT1ePHJUW5jT6cEZw3sYoENEiX1omNCWVDGDqW,nan,0,0,25poiSeKyLJJJHJXm9cJvKe7dDapjh4ybrDjCk7NszCzQZqgMbCLj8D5L4yKNYnxd9WYRZFSBafH9XwJhcPMyqbT,nan,0,0,D1E98k,16.819381,0.000985055,D1E98k,0.00099,16.819406,db_only,TRUE,2.50E-05,0.004994949,,,,,
377312360,2aXswmYUjhSJ8mqtK7MpE4pzsAbrzkn4HjcC3DnBHMeUUVYCSqJv3KNgKSXwRnVbZ3RDztsraP9ERj9QQZWZfdBk,nan,0,0,5qypyvCN6nLGBTqx74iza5Wp64K8BgbnL1wD7Z9cohbW7irUpmA1wYTWdrWmBqK1Nrmo493v9E5jFYKpdXpBjWuP,nan,0,0,ED9nMo,29.56851,0.000985055,ED9nMo,0.00099,29.56852001,db_only,TRUE,1.00E-05,0.00499495,,,,,
377312360,2unrPsoeS73jS55J46o7QejBYP1LqHTFKyFwo9MpLvTpRgQy3W912jnjciUaLPBfbQZoZrbyitZ1m3jLgKZDduBT,nan,0,0,3cuvaerq6vJ8uEXtozcqyk8eT7Sam4N3ik3BTX9L5GFh58SAU3cUbuSfeTXaqmD7AJeQsddWg2q8V53GAmNMQsoa,nan,0,0,9xKfHc,16.81937501,0.000985054,9xKfHc,0.00099,16.819362,db_only,TRUE,-1.30E-05,0.004995959,,,,,
377312360,43DjioxcbkAz74z9knWmucNG2BpD5XSZ7GkSzy6JGxgsdmALvEAUNp5PgczFtUmSAwMA8cKzb3kcaCvSNCczo588,nan,0,0,5CWyxJ5zGhkhEn6V2VNwPAUEBNF9S1tFLDkvYVjgTvywSLjygFvCMaY3u7RR2MrXbfWLEoCEAYHosaUMjARaoQUr,nan,0,0,kY7pMv,16.81936799,0.000985055,kY7pMv,0.00099,16.8194,db_only,TRUE,3.20E-05,0.00499495,,,,,
377312360,43ok6Z8Rqjyi4YLZGSTRiXJtJBCh4XidBqqCZ9xK1zR12GYUDV5KTkrYsr4fRt3yL8L3Xq1kVrvywfhzPGGSf2At,nan,0,0,5oXJwhpe7Vg89U4ufuXRBDNu33VDBxrWoaWWFbBN69TwQWV9hrKwZjMqxN2U7VkKyrhyjocQ8ffgAXKXZpeHE4HR,nan,0,0,G6GzEa,16.819362,0.000985055,G6GzEa,0.00099,16.819368,db_only,TRUE,6.01E-06,0.004994949,,,,,
377312360,VyPE1zb2dHYyavCNAnMGdngsFwDuDJsgcVGfFauUs5jhCWN4hkdYRaMbGfPw6PqSbSSU9HuY3fLV5AfwAEsskS4,nan,0,0,9MCeMzPRriJ7g93an7hffi4pR92s2MCMw8NKgiBXXsMcwmyZ1jj7qnmiUwKdQapbXWhTTMgq8fKeukA7Qf3iVA9,nan,0,0,5x1Fx6,16.819387,0.000985055,5x1Fx6,0.00099,16.819399,db_only,TRUE,1.20E-05,0.004994949,,,,,
377312360,oYfabmzFBY5F66ybLMmSnVqTZSDpBx9C56fEDxnjBrArq3ZD3DpXdrDFwoJA1ELWusnm2k3yJW8HkBFhxfAB6Mk,nan,0,0,5JGcAeWhUhrPhteGfDJZ76YoJYmYd3Kd2LsDkt4uGLtnqTYYoFanuoh2arG82wFqPZ7xi7tVt94bobHMDivDeLin,nan,0,0,EB5ucS,16.819381,0.000985056,EB5ucS,0.00099,16.819362,db_only,TRUE,-1.90E-05,0.004993939,,,,,
377312393,8iBfaJ1oEPaPP9GqHcUtpGmNeT4dm7ZzdGcf1LsjB67SyWM9VqQSp2cFHXSvHcxr3m2fdD3oCv4VnYhCf78Ax8Z,nan,0,0,4KnHUoVbRyWcWb1RZm8bV63831jH71TTw5FZNyCE5hBGZGcqXvxMoj8w767urs8e17nko4U4twh9VNcbULJvrzAW,nan,0,0,Bf7ECz,441190.5033,0.2788423,Bf7ECz,0.29,458827.8476,db_only,TRUE,17637.34425,0.038474828,,,,,
377312489,4n7GN3W1VEEHL2ABU18ZrnRrKVxQ9uJZUAX8T6fCmwpxh5vMt2w2UfEy1Uw2u98dWSKEisf9B4hMYTfWWhoXpjHA,nan,0,0,3SpnXmCi587thGF2svfvEEgz6EEt88KE9MuzCqEarr4QEwFBAEtS4fqz5J5wpdvpnj1MgvRknofSo5HUiGMUmyNK,nan,0,0,Expq4S,36501.52973,0.57233248,Expq4S,0.554596003,35494.29709,db_only,TRUE,-1007.232645,0.030989814,,,,,
377312656,42bCAT8FGseQZBdmBB3iJx49XcPsXXoZj35mCvxszonEAAreo5H4UtXc1JNAZtDxGHWyZScwrcGRY91z8JVfDFMA,nan,0,0,4NQPbxmo4m9xTEk7ZQiPp8ySKEZKJf5Vyr7cubqMmSzADuYQmLSTF9ju6CpbWfAcN2xyQ75ofWGBf2wwWAfvhAMi,nan,0,0,2AQTrW,47270.1145,0.966504085,2AQTrW,0.971866308,47868.4866,db_only,TRUE,598.3721019,0.005517449,,,,,
377312675,4SXRjiEvnjjYJ1rxJyS7LUWzNfhk7Ng57KgPia4wMoAoo9skxiDuvXyCCDEeF4KfLzaA56P8fEydYnpNatH9rCck,nan,0,0,yMY7aYDJDbCTxfm3XPee64iJd4j8FUS4eZqehM6mJACgrndjGRZNozNjKrz2AtZu8PNFi9Ca5u9ybTMeBNYa1Ww,nan,0,0,FNcASg,32178.24775,0.717272375,FNcASg,0.697047692,31367.30521,db_only,TRUE,-810.9425399,0.028196657,,,,,
377312825,2TAgJPgvuzpyGR1ozhNnhKX847knipKHdZ7KkXm9Zwv6BYSTYya8rrvh6Dka8Q2f9L2SSrJW94WE9YruhaTXx3kC,nan,0,0,25VtyBsyACMNGPifv8CqkzsxtK3JXxvX52mtSvWkPjtb9aW3VukQPrJQL2n4j7MLBJWgzSCtxoCuwkms45SZrpWE,nan,0,0,An3KDB,0.608720745,36868.30694,An3KDB,36170.88464,0.597119392,db_only,TRUE,-0.011601353,0.018916581,,,,,
377312881,4MCC4S1mDdUFV76vXSi1McZqt2chJp976on3gRvPf2uNoBJMXnnAEvFhXabL8FarY1HrD2ty5T3iFazMmcrmCFvx,nan,0,0,hY28URC9Uj3LBHFNHggX72RrpsCE5hP1CFr5hdY4oXS5r5QMLHobspcXRYuha9KjDe1X6rNVUjKzwsEBxgmzgWk,nan,0,0,33d1Gw,0.442213415,26393.53351,33d1Gw,25205.13269,0.422259142,db_only,TRUE,-0.019954273,0.045026212,,,,,
377312951,657M3dr6zmjMHMiFccM29DL5y7UaHtG21rZsrQDqeinTg6Eegt1AwhTTHVugNGtyVjkuXCekh4ffeypnXeAz2gDv,nan,0,0,5dFE4s74BFMYzSc1QFVk9HED9VArNBKyhjyntrh7hvzaJTiA9TWTEG21Gic2FuHo6oGsBYf1VBTyo9xM8F4EbmSp,nan,0,0,Hb3Whm,0.33,527024.0938,Hb3Whm,515874.9742,0.322978523,db_only,TRUE,-0.007021477,0.021154858,,,,,
377312963,4GvpWwXhZ3oq5cmKnCJwvVGyCy2NpM96mtkncipkLPTE69yLX5D4jpudKhAfuGXpyEdZ2oLZnt1a5V2ZPCRUHnSP,nan,0,0,2ZVHV8nyhLWfu56iwzGsUVC8jyPkwT9WrsXiofjxo6v2mxSpaHurprDHSFxutXmrD3uQTzvqMgSHmZifsSiyzek,nan,0,0,4S1C98,16.819409,0.000985055,4S1C98,0.00099,16.819409,db_only,TRUE,0,0.00499495,,,,,
377312963,4MMd7GKuLMMJdw6dneC6JHBPbGgNRU6nQmGJASKmGaRKYNy271MkozZkg7uSMKuuPBAUkHJGB8dTjaaaVjP3exmn,nan,0,0,2jBi1uuP1jfcsWpAj9swci7pr7emnDiCGfVYEeR7Kg8XanwKVKku1hDSpg83Xs2iRmSrRXqYHMMytLt1C4aVfR1N,nan,0,0,9xKfHc,16.81940299,0.000985055,9xKfHc,0.00099,16.81940299,db_only,TRUE,0,0.004994949,,,,,
377312963,5SdK1wdYYdwHXYNrPPA5SAjwC5PQZB7HHKmQ9FtdfpAHLti2XLeQFmC3nhbV75iLLTmsAJD5tuV7DDgh5dcmeLz9,nan,0,0,2N6fch2Qb97FEXuoBHzj3hNwpujqwAX7GdKkjHZuN38Y2BgWsc3BPF3VQNCwSCXH2GxSGxFWvHQrunLT4ZdRQLdT,nan,0,0,kY7pMv,16.819396,0.000985055,kY7pMv,0.00099,16.819415,db_only,TRUE,1.90E-05,0.004994949,,,,,
377313164,2UsrWXh1hb4k7oGkB9sdwZeG3saVgRvDd7kN7DHy6UPm754yF9bCDvuJcG7PXBcq1bMXN9QgRKrp88yxeH4ZgvKE,nan,0,0,3X5rLB9KRrNAjFQCkmhSXeWtcCYvFjpR4NfHMnCvKarsuBFMNabJTezifJGS8Guuy2w7xYZRa6SwuVW7oJUnRSX3,nan,0,0,4S1C98,16.819392,0.000985055,4S1C98,0.00099,16.819379,db_only,TRUE,-1.30E-05,0.00499495,,,,,
377313164,2jJkhb5PTuDXkKRjEWzUjZL15MXoZPVdqH41wAqSnLmViMzadcL7owvjeRryYzBLC61casrKUHMsh2A6NGcuX74,nan,0,0,M5wCafZfXLZnEQd1rxgHsDJRiAeqX6gUXjbTPU2MiisZ5ZgtpDdWYQchkHXJHC5923m25vGxEfv6W8JQ6c17Wnj,nan,0,0,9xKfHc,16.81938501,0.000985055,9xKfHc,0.00099,16.81934801,db_only,TRUE,-3.70E-05,0.004994949,,,,,
377313164,2t4iLNAK74yeAyaZuwfkpCPr2JcnEKWBEJLU6atyGoBxSY69wk2BMHozc6yBckByApbWuyhCwVxQ6fhBBA8e9oBQ,nan,0,0,gB9L8hM6YunZMRXMatDGhYu7RLVtdbU1Nvc1CfxJfvkaXmxsrKYwSUCEPXH778VEihAKC6v65RaLvqR9RMUQZWs,nan,0,0,G6GzEa,16.81938499,0.000985054,G6GzEa,0.00099,16.819416,db_only,TRUE,3.10E-05,0.00499596,,,,,
377313164,38rGR3pma3AQBdpUrduAXBWBHZWfMiJmPGTkgvniGU7ri8kPChAUcV24tZPtLqdYCvSNBkJ9JSkaaFtjiWufuqj6,nan,0,0,3XdT1MNTjS7Y7FHYQeh5KZkPaJXJRuGrMS3JnrVp3ZcYyjSuudUomJvccZYVLEuwbjNKAxV3Z8uVatpoH8Cv2XWf,nan,0,0,AErWqo,0.00099,29.56272,AErWqo,29.56272,0.000985055,db_only,TRUE,-4.94E-06,0,,,,,
377313164,3FiHCoFzRnZKT8JNwPtiesiUqNwWxgq9wLUvFDFw949gYgoycVe5s6vQBqVjWumnGURFCsYzFpk5uiiD4gUeStoP,nan,0,0,2tCGhfCVXdD6AgpkdgyE4kZ89QuodpDWxbsNWdnPFvj1GFbLgR13VYtec4jz3B2M7R7jGnEb6Yqtybh6P52iFYhv,nan,0,0,ED9nMo,29.56272998,0.000985056,ED9nMo,0.00099,29.56271002,db_only,TRUE,-2.00E-05,0.00499394,,,,,
377313164,3kTibiJdmE5zYUtKEUZfaSJAC8V9PPAr11D1c4KomvqBU5QVyqxYqkgYoFAumswEPGuojF8gth2Qp9694uQLNdGu,nan,0,0,1ffjNr9nwzBpXtqKSSzoA4eWZHNk8cRcSkL5BnaNUnLxGTkJuM7PyrxE8TbijnxUEGHpumio6VTpTWuGMfzKJcQ,nan,0,0,6WwJLs,29.56275001,0.000985056,6WwJLs,0.00099,29.56273001,db_only,TRUE,-2.00E-05,0.004993938,,,,,
377313164,4G5KMuYAMECFXR6H1LjvKtJtdL28AdWbvyqS6NpRgmuTNWhg3GAqajWS7HruvgTeBMzKiB8gCzyFot7HMUcAPqxz,nan,0,0,2RxronEXS8bf5PMCwR17rVUeoryxNG4gkwDYpHus3Mbd1xRJDSbZkt2YFYtv6Zhp2MqjNbNtdJjrmb3fgxMZNBok,nan,0,0,Bj1R5C,53451.90153,0.707636943,Bj1R5C,0.702349214,52430.61355,db_only,TRUE,-1021.287974,0.007472376,,,,,
377313164,4QCSw9g9BzY5CrEDv7HoE5sfBnVc1vthwjdHHEoAzLDihwNzhohaDbnRqvB4HqXMCdjg4Ds5EgXMTunoA9AUQCTq,nan,0,0,3CvDh2d9k9oDdYP7jECHGTZRLdfj3QaoFUgSTokQKacHppDVfj1GcKii3f3XJ4pKu8XNQkzC1EENR5eJR3oykmBT,nan,0,0,HMuYva,29.56275001,0.000985056,HMuYva,0.00099,29.56272,db_only,TRUE,-3.00E-05,0.00499394,,,,,
377313164,8hVQ4nCxvU5BS6z7wfLA9PvAkvSs1KCN2pNZVzemddgzLJ2L1vsGpB5v323B4msWqyYQfRSWojDP3mDMDPbjWj5,nan,0,0,5Bakz8RpWs5PVKyqUjKJbgWy9wNa3F4UVvVE6zGzhRhYATiR9jHRjcdLi96sVZbD7wGay38WyQTorhfN97DWsXPu,nan,0,0,Fc21Fn,0.00099,29.56275001,Fc21Fn,29.56275001,0.000985056,db_only,TRUE,-4.94E-06,0,,,,,
377313164,TvKhmVTysD4YFYB91HxvyNPENbUxiFZg8Uo8wybqidc2HJshtnvXFU5YLVRY7MqvGgNks7EgfDY7dToSPo9UE47,nan,0,0,5sMmTpSzsZC1RUdZQagUBBbyKrECV572WweAnrvVmDK3MgkrMxTJNaBgAH7d1NwrgTSRuekTSUGMF5mS9iiMxWKp,nan,0,0,EB5ucS,16.819379,0.000985055,EB5ucS,0.00099,16.819341,db_only,TRUE,-3.80E-05,0.004994949,,,,,
